"Weekly papers released by April 6, 2015",http://nber.org//papers/w21073,"Death and the Media: Asymmetries in Infectious Disease Reporting During the Health Transition",Dora L. Costa and Matthew E. Kahn #21073 
"Weekly papers released by April 6, 2015",http://nber.org//papers/w21072,"Does Prescription Drug Coverage Increase Opioid Abuse?  Evidence from Medicare Part D","Rosalie Liccardo Pacula, David Powell, and Erin Taylor #21072 "
"Weekly papers released by April 6, 2015",http://nber.org//papers/w21071,"Low-Income Housing Policy","Robert Collinson, Ingrid Gould Ellen, and Jens Ludwig #21071 "
"Weekly papers released by April 6, 2015",http://nber.org//papers/w21070,"Demand for Value Added and Value-Added Exchange Rates",Rudolfs Bems and Robert C. Johnson #21070 
"Weekly papers released by April 6, 2015",http://nber.org//papers/w21069,"Creative Destruction and Subjective Wellbeing","Philippe Aghion, Ufuk Akcigit, Angus Deaton, and Alexandra Roulet #21069 "
"Weekly papers released by April 6, 2015",http://nber.org//papers/w21068,"The Impact of Financial Education for Youth in Ghana","James Berry, Dean Karlan, and Menno Pradhan #21068 "
"Weekly papers released by April 6, 2015",http://nber.org//papers/w21067,"Dynastic Entrepreneurship, Entry, and Non-Compete Enforcement",James Rauch #21067 
"Weekly papers released by April 6, 2015",http://nber.org//papers/w21066,"Donor Governance and Financial Management in Prominent U.S. Art Museums",David Yermack #21066 
"Weekly papers released by April 6, 2015",http://nber.org//papers/w21065,"Spatial Variation in Higher Education Financing and the Supply of College Graduates",John Kennan #21065 
"Weekly papers released by April 6, 2015",http://nber.org//papers/w21064,"Investment and The Cross-Section of Equity Returns",Gian Luca Clementi and Berardino Palazzo #21064 
"Weekly papers released by April 6, 2015",http://nber.org//papers/w21063,"Decentralizing Education Resources: School Grants in Senegal","Pedro Carneiro, Oswald Koussihoud Nathalie Lahire, Costas Meghir, and Corina Mommaerts #21063 "
"Weekly papers released by April 6, 2015",http://nber.org//papers/w21062,"Do Politicians Change Public Attitudes?","Magnus Carlsson, Gordon B. Dahl, and Dan-Olof Rooth #21062 "
"Weekly papers released by April 6, 2015",http://nber.org//papers/w21061,"The Empiricists' Insurgency",Eli Berman and Aila M. Matanock #21061 
"Weekly papers released by April 6, 2015",http://nber.org//papers/w21060,"Tax-Efficient Asset Management: Evidence from Equity Mutual Funds",Clemens Sialm and Hanjiang Zhang #21060 
"Weekly papers released by April 6, 2015",http://nber.org//papers/w21059,"Insurance in extended family networks","Orazio Attanasio, Costas Meghir, and Corina Mommaerts #21059 "
"Weekly papers released by April 6, 2015",http://nber.org//papers/w21058,"Making Democracy Work: Culture, Social Capital and Elections in China","Gerard Padr i Miquel, Nancy Qian, Yiqing Xu, and Yang Yao #21058 "
"Weekly papers released by April 6, 2015",http://nber.org//papers/w21036,"Why Are Indian Children So Short?",Seema Jayachandran and Rohini Pande #21036 
"Weekly papers released by April 6, 2015",http://nber.org//papers/w21029,"Stuck in the Middle? Structural Change and Productivity Growth in Botswana","Brian McCaig, Margaret S. McMillan, Iigo Verduzco-Gallo, and Keith Jefferis #21029 "
"Weekly papers released by March 30, 2015",http://admin.nber.org/papers/w21057,"U.S. Food and Nutrition Programs",Hilary W. Hoynes and Diane Whitmore Schanzenbach #21057 
"Weekly papers released by March 30, 2015",http://admin.nber.org/papers/w21056,"Rare Events, Financial Crises, and the Cross-Section of Asset Returns",Francesco Bianchi #21056 
"Weekly papers released by March 30, 2015",http://admin.nber.org/papers/w21055,"The Effect of Community Traumatic Events on Student Achievement:  Evidence from the Beltway Sniper Attacks",Seth Gershenson and Erdal Tekin #21055 
"Weekly papers released by March 30, 2015",http://admin.nber.org/papers/w21054,"Do Foreign Firm Betas Change During Cross-listing?",Karen K. Lewis #21054 
"Weekly papers released by March 30, 2015",http://admin.nber.org/papers/w21053,"What Do We Know So Far about Multigenerational Mobility?",Gary Solon #21053 
"Weekly papers released by March 30, 2015",http://admin.nber.org/papers/w21052,"Religion and Innovation","Roland Bnabou, Davide Ticchi, and Andrea Vindigni #21052 "
"Weekly papers released by March 30, 2015",http://admin.nber.org/papers/w21051,"Some Like it (Less) Hot: Extracting Tradeoff Measures for Physically Coupled Amenities","H. Allen Klaiber, Joshua Abbott, and V. Kerry Smith #21051 "
"Weekly papers released by March 30, 2015",http://admin.nber.org/papers/w21050,"Uncovering Waste in U.S. Healthcare","Joseph Doyle, John Graves, and Jonathan Gruber #21050 "
"Weekly papers released by March 30, 2015",http://admin.nber.org/papers/w21049,"Does Medicaid Coverage for Pregnant Women Affect Prenatal Health Behaviors?","Dhaval M. Dave, Robert Kaestner, and George L. Wehby #21049 "
"Weekly papers released by March 30, 2015",http://admin.nber.org/papers/w21048,"Narrow Framing and Long-Term Care Insurance",Daniel Gottlieb and Olivia S. Mitchell #21048 
"Weekly papers released by March 30, 2015",http://admin.nber.org/papers/w21047,"Wealth Inequality, Family Background, and Estate Taxation",Mariacristina De Nardi and Fang Yang #21047 
"Weekly papers released by March 30, 2015",http://admin.nber.org/papers/w21046,"The Welfare Effects of Coordinated Assignment: Evidence from the NYC HS Match","Atila Abdulkadirolu, Nikhil Agarwal, and Parag A. Pathak #21046 "
"Weekly papers released by March 30, 2015",http://admin.nber.org/papers/w21045,"Ask Your Doctor? Direct-to-Consumer Advertising of Pharmaceuticals",Michael Sinkinson and Amanda Starc #21045 
"Weekly papers released by March 30, 2015",http://admin.nber.org/papers/w21044,"Optimal Carbon Abatement in a Stochastic Equilibrium Model with Climate Change","Christoph Hambel, Holger Kraft, and Eduardo Schwartz #21044 "
"Weekly papers released by March 30, 2015",http://admin.nber.org/papers/w21043,"Learning to Take Risks? The Effect of Education on Risk-Taking in Financial Markets","Sandra E. Black, Paul J. Devereux, Petter Lundborg, and Kaveh Majlesi #21043 "
"Weekly papers released by March 30, 2015",http://admin.nber.org/papers/w20992,"The Impact of Entrepreneurial Risk Aversion on Wages in General Equilibrium",Ying Feng and James E. Rauch #20992 
"Weekly papers released by March 23, 2015",http://nber.org//papers/w21042,"Exchange Rates, Interest Rates, and the Risk Premium",Charles Engel #21042 
"Weekly papers released by March 23, 2015",http://nber.org//papers/w21041,"Inconsistent Policy Evaluation: A Case Study for a Large Workfare Program",Arthur Alik-Lagrange and Martin Ravallion #21041 
"Weekly papers released by March 23, 2015",http://nber.org//papers/w21040,"Exchange Rate Exposure and Risk Management: The case of Japanese Exporting Firms","Takatoshi Ito, Satoshi Koibuchi, Kiyotaka Sato, and Junko Shimizu #21040 "
"Weekly papers released by March 23, 2015",http://nber.org//papers/w21039,"Credit, Financial Stability, and the Macroeconomy",Alan M. Taylor #21039 
"Weekly papers released by March 23, 2015",http://nber.org//papers/w21038,"Temporary Assistance for Needy Families",James P. Ziliak #21038 
"Weekly papers released by March 23, 2015",http://nber.org//papers/w21037,"An Extrapolative Model of House Price Dynamics",Edward L. Glaeser and Charles G. Nathanson #21037 
"Weekly papers released by March 23, 2015",http://nber.org//papers/w21035,"Tax Cuts For Whom? Heterogeneous Effects of Income Tax Changes on Growth and Employment",Owen M. Zidar #21035 
"Weekly papers released by March 23, 2015",http://nber.org//papers/w21034,"Quantile Regression with Panel Data","Bryan S. Graham, Jinyong Hahn, Alexandre Poirier, and James L. Powell #21034 "
"Weekly papers released by March 23, 2015",http://nber.org//papers/w21033,"IV Quantile Regression for Group-level Treatments, with an Application to the Distributional Effects of Trade","Denis Chetverikov, Bradley Larsen, and Christopher Palmer #21033 "
"Weekly papers released by March 23, 2015",http://nber.org//papers/w21032,"Consumer Bankruptcy and Financial Health","Will Dobbie, Paul Goldsmith-Pinkham, and Crystal Yang #21032 "
"Weekly papers released by March 23, 2015",http://nber.org//papers/w21031,"Do Consumer-Directed Health Plans Bend the Cost Curve Over Time?","Amelia M. Haviland, Matthew D. Eisenberg, Ateev Mehrotra, Peter J. Huckfeldt, and Neeraj Sood #21031 "
"Weekly papers released by March 23, 2015",http://nber.org//papers/w21030,"Labor Market Polarization Over the Business Cycle",Christopher L. Foote and Richard W. Ryan #21030 
"Weekly papers released by March 16, 2015",http://nber.org//papers/w21028,"The Impact of Consumer Inattention on Insurer Pricing in the Medicare Part D Program","Kate Ho, Joseph Hogan, and Fiona Scott Morton #21028 "
"Weekly papers released by March 16, 2015",http://nber.org//papers/w21027,"Why are American Workers getting Poorer? China, Trade and Offshoring","Avraham Ebenstein, Ann Harrison, and Margaret McMillan #21027 "
"Weekly papers released by March 16, 2015",http://nber.org//papers/w21026,"Gambling for Redemption and Self-Fulfilling Debt Crises",Juan Carlos Conesa and Timothy J. Kehoe #21026 
"Weekly papers released by March 16, 2015",http://nber.org//papers/w21025,"How Individuals Smooth Spending: Evidence from the 2013 Government Shutdown Using Account Data","Michael Gelman, Shachar Kariv, Matthew D. Shapiro, Dan Silverman, and Steven Tadelis #21025 "
"Weekly papers released by March 16, 2015",http://nber.org//papers/w21024,"Taxation and the International Mobility of Inventors","Ufuk Akcigit, Salom Baslandze, and Stefanie Stantcheva #21024 "
"Weekly papers released by March 16, 2015",http://nber.org//papers/w21023,"Correlation, Consumption, Confusion, or Constraints: Why do Poor Children Perform so Poorly?","Elizabeth M. Caucutt, Lance Lochner, and Youngmin Park #21023 "
"Weekly papers released by March 16, 2015",http://nber.org//papers/w21022,"Physician Incentives and the Rise in C-sections: Evidence from Canada","Sara Allin, Michael Baker, Maripier Isabelle, and Mark Stabile #21022 "
"Weekly papers released by March 16, 2015",http://nber.org//papers/w21021,"New Evidence on the Impact of Financial Crises in Advanced Countries",Christina D. Romer and David H. Romer #21021 
"Weekly papers released by March 16, 2015",http://nber.org//papers/w21020,"The In-State Equity Bias of State Pension Plans","Jeffrey R. Brown, Joshua M. Pollet, and Scott J. Weisbenner #21020 "
"Weekly papers released by March 16, 2015",http://nber.org//papers/w21019,"Precautionary Strategies and Household Saving","Joshua Aizenman, Eduardo Cavallo, and Ilan Noy #21019 "
"Weekly papers released by March 16, 2015",http://nber.org//papers/w21018,"Toward an Understanding of Economic Growth in Africa: A Re-Interpretation of the Lewis Model",Xinshen Diao and Margaret McMillan #21018 
"Weekly papers released by March 16, 2015",http://nber.org//papers/w21017,"Capital Flows and Domestic and International Order: Trilemmas from Macroeconomics to Political Economy and International Relations",Michael Bordo and Harold James #21017 
"Weekly papers released by March 16, 2015",http://nber.org//papers/w21016,"The CAPM Strikes Back? An Investment Model with Disasters","Hang Bai, Kewei Hou, Howard Kung, and Lu Zhang #21016 "
"Weekly papers released by March 16, 2015",http://nber.org//papers/w21015,"The Insurance Value of Medical Innovation","Darius Lakdawalla, Anup Malani, and Julian Reif #21015 "
"Weekly papers released by March 16, 2015",http://nber.org//papers/w21014,"Treasure Hunt: Social Learning in the Field","Markus Mobius, Tuan Phan, and Adam Szeidl #21014 "
"Weekly papers released by March 16, 2015",http://nber.org//papers/w21013,"Effects of Peer Counseling to Support Breastfeeding: Assessing the External Validity of a Randomized Field Experiment","Onur Altindag, Theodore J. Joyce, and Julie A. Reeder #21013 "
"Weekly papers released by March 16, 2015",http://nber.org//papers/w21012,"Preventives Versus Treatments",Michael Kremer and Christopher Snyder #21012 
"Weekly papers released by March 9, 2015",http://nber.org//papers/w21011,"Poisedness and Propagation: Organizational Emergence and the Transformation of Civic Order in 19th-Century New York City",Victoria Johnson and Walter W. Powell #21011 
"Weekly papers released by March 9, 2015",http://nber.org//papers/w21010,"TFP, News, and ""Sentiments:'"" The International Transmission of Business Cycles",Andrei A. Levchenko and Nitya Pandalai-Nayar #21010 
"Weekly papers released by March 9, 2015",http://nber.org//papers/w21009,"Reference Points and Redistributive Preferences: Experimental Evidence","Jimmy Charit, Raymond Fisman, and Ilyana Kuziemko #21009 "
"Weekly papers released by March 9, 2015",http://nber.org//papers/w21008,"Intra-Industry Trade with Bertrand and Cournot Oligopoly: The Role of Endogenous Horizontal Product Differentiation",James A. Brander and Barbara J. Spencer #21008 
"Weekly papers released by March 9, 2015",http://nber.org//papers/w21007,"Regional Redistribution Through the U.S. Mortgage Market","Erik Hurst, Benjamin J. Keys, Amit Seru, and Joseph S. Vavra #21007 "
"Weekly papers released by March 9, 2015",http://nber.org//papers/w21006,"Grasp the Large, Let Go of the Small: The Transformation of the State Sector in China",Chang-Tai Hsieh and Zheng 
"Weekly papers released by March 9, 2015",http://nber.org//papers/w21005,"Short-term, Long-term, and Continuing Contracts",Maija Halonen-Akatwijuka and Oliver Hart #21005 
"Weekly papers released by March 9, 2015",http://nber.org//papers/w21003,"Capital Tax Reform and the Real Economy: The Effects of the 2003 Dividend Tax Cut",Danny Yagan #21003 
"Weekly papers released by March 9, 2015",http://nber.org//papers/w21002,"The Efficiency of Slacking Off: Evidence from the Emergency Department","David C. Chan, Jr. #21002 "
"Weekly papers released by March 9, 2015",http://nber.org//papers/w21001,"Social Learning and Selective Attention","Andrew Caplin, John Leahy, and Filip Matjka #21001 "
"Weekly papers released by March 9, 2015",http://nber.org//papers/w21000,"A Retrospective Look at Rescuing and Restructuring General Motors and Chrysler",Austan D. Goolsbee and Alan B. Krueger #21000 
"Weekly papers released by March 9, 2015",http://nber.org//papers/w20999,"Expecting the Unexpected:  Emissions Uncertainty and Environmental Market Design","Severin Borenstein, James. Bushnell, Frank A. Wolak, and Matthew Zaragoza-Watkins #20999 "
"Weekly papers released by March 9, 2015",http://nber.org//papers/w20998,"Retrospective and Prospective Benefit-Cost Analysis of US Anti-Smoking Policies","Lawrence Jin, Donald S. Kenkel, Feng Liu, and Hua Wang #20998 "
"Weekly papers released by March 9, 2015",http://nber.org//papers/w20997,"How Does Health Promotion Work? Evidence From The Dirty Business of Eliminating Open Defecation","Paul Gertler, Manisha Shah, Maria Laura Alzua, Lisa Cameron, Sebastian Martinez, and Sumeet Patil #20997 "
Weekly papers released by March 2 2015,http://nber.org//papers/w20996,"College Access, Initial College Choice and Degree Completion","Joshua Goodman, Michael Hurwitz, and Jonathan Smith #20996 "
Weekly papers released by March 2 2015,http://nber.org//papers/w20995,"An Empirical Analysis of Primary and Secondary Pharmaceutical Patents in Chile","Mara Jos Abud Sittler, Bronwyn Hall, and Christian Helmers #20995 "
Weekly papers released by March 2 2015,http://nber.org//papers/w20994,"Wealth and Volatility",Jonathan Heathcote and Fabrizio Perri #20994 
Weekly papers released by March 2 2015,http://nber.org//papers/w20993,"Testing for Changes in the SES-Mortality Gradient When the Distribution of Education Changes Too","Thomas Goldring, Fabian Lange, and Seth Richards-Shubik #20993 "
Weekly papers released by March 2 2015,http://nber.org//papers/w20991,"Tips and Tells from Managers: How Analysts and the Market Read Between the Lines of Conference Calls","Marina Druz, Alexander F. Wagner, and Richard J. Zeckhauser #20991 "
Weekly papers released by March 2 2015,http://nber.org//papers/w20990,"Capitalization of Charter Schools into Residential Property Values","Scott A. Imberman, Michael Naretta, and Margaret ORourke #20990 "
Weekly papers released by March 2 2015,http://nber.org//papers/w20989,"Culture, Ethnicity and Diversity","Klaus Desmet, Ignacio Ortuo-Ortn, and Romain Wacziarg #20989 "
Weekly papers released by March 2 2015,http://nber.org//papers/w20988,"Power to Choose? An Analysis of Consumer Inertia in the Residential Electricity Market","Ali Hortasu, Seyed Ali Madanizadeh, and Steven L. Puller #20988 "
Weekly papers released by March 2 2015,http://nber.org//papers/w20987,"Pick Your Poison: The Choices and Consequences of Policy Responses to Crises",Kristin J. Forbes and Michael W. Klein #20987 
Weekly papers released by March 2 2015,http://nber.org//papers/w20986,"Asymmetric Information and Remittances: Evidence from Matched Administrative Data","Thomas Joseph, Yaw Nyarko, and Shing-Yi Wang #20986 "
Weekly papers released by March 2 2015,http://nber.org//papers/w20985,"How Can a Q-Theoretic Model Price Momentum?",Robert Novy-Marx #20985 
Weekly papers released by March 2 2015,http://nber.org//papers/w20984,"Fundamentally, Momentum is Fundamental Momentum",Robert Novy-Marx #20984 
Weekly papers released by March 2 2015,http://nber.org//papers/w20983,"Teachers Pay for Performance in the Long-Run: Effects on Students Educational and Labor Market Outcomes in Adulthood",Victor Lavy #20983 
Weekly papers released by March 2 2015,http://nber.org//papers/w20982,"Estimating Individual Ambiguity Aversion: A Simple Approach","Uri Gneezy, Alex Imas, and John List #20982 "
Weekly papers released by March 2 2015,http://nber.org//papers/w20981,"Regulating Innovation with Uncertain Quality:  Information, Risk, and Access in Medical Devices",Matthew Grennan and Robert Town #20981 
Weekly papers released by March 2 2015,http://nber.org//papers/w20980,"Anticipation, Tax Avoidance, and the Price Elasticity of Gasoline Demand","John Coglianese, Lucas W. Davis, Lutz Kilian, and James H. Stock #20980 "
Weekly papers released by March 2 2015,http://nber.org//papers/w20979,"A Theory of Liquidity and Risk Management Based on the Inalienability of Risky Human Capital","Patrick Bolton, Neng Wang, and Jinqiang Yang #20979 "
Weekly papers released by March 2 2015,http://nber.org//papers/w20978,"Natural Experiment Policy Evaluation: A Critique",Christopher A. Hennessy and Ilya A. Strebulaev #20978 
Weekly papers released by March 2 2015,http://nber.org//papers/w20977,"Old and Young Politicians","Alberto F. Alesina, Ugo Troiano, and Traviss Cassidy #20977 "
Weekly papers released by March 2 2015,http://nber.org//papers/w20976,"Prescription Drug Use under Medicare Part D: A Linear Model of Nonlinear Budget Sets","Jason Abaluck, Jonathan Gruber, and Ashley Swanson #20976 "
Weekly papers released by March 2 2015,http://nber.org//papers/w20975,"A Quantitative Analysis of Subsidy Competition in the U.S.",Ralph Ossa #20975 
Weekly papers released by March 2 2015,http://nber.org//papers/w20974,"Hoard Behavior and Commodity Bubbles","Harrison Hong, ureo de Paula, and Vishal Singh #20974 "
Weekly papers released by March 2 2015,http://nber.org//papers/w20973,"Long-Term Care Utility and Late in Life Saving","John Ameriks, Joseph S. Briggs, Andrew Caplin, Matthew D. Shapiro, and Christopher Tonetti #20973 "
Weekly papers released by March 2 2015,http://nber.org//papers/w20972,"The Wealth of Wealthholders","John Ameriks, Andrew Caplin, Minjoon Lee, Matthew D. Shapiro, and Christopher Tonetti #20972 "
Weekly papers released by March 2 2015,http://nber.org//papers/w20971,"The Catch-22 of External Validity in the Context of Constraints to Firm Growth",Greg Fischer and Dean Karlan #20971 
Weekly papers released by March 2 2015,http://nber.org//papers/w20970,"Capital Control Measures: A New Dataset","Andrs Fernndez, Michael W. Klein, Alessandro Rebucci, Martin Schindler, and Martn Uribe #20970 "
Weekly papers released by March 2 2015,http://nber.org//papers/w20969,"Individual Time Preferences and Energy Efficiency",Richard G. Newell and Juha V. Siikamaki #20969 
Weekly papers released by March 2 2015,http://nber.org//papers/w20968,"The Dynamics of Financially Constrained Arbitrage",Denis Gromb and Dimitri Vayanos #20968 
Weekly papers released by March 2 2015,http://nber.org//papers/w20967,"Corporate Culture, Societal Culture, and Institutions","Luigi Guiso, Paola Sapienza, and Luigi Zingales #20967 "
Weekly papers released by March 2 2015,http://nber.org//papers/w20966,"Endogenous Horizontal Product Differentiation under Bertrand and Cournot Competition: Revisiting the Bertrand Paradox",James A. Brander and Barbara J. Spencer #20966 
"Weekly papers released by February 23, 2015",http://nber.org//papers/w20965,"Estimating the Production Function for Human Capital: Results from a Randomized Control Trial in Colombia","Orazio Attanasio, Sarah Cattan, Emla Fitzsimons, Costas Meghir, and Marta Rubio-Codina #20965 "
"Weekly papers released by February 23, 2015",http://nber.org//papers/w20964,"Sovereign Default, Debt Restructuring, and Recovery Rates: Was the Argentinean Haircut Excessive?",Sebastian Edwards #20964 
"Weekly papers released by February 23, 2015",http://nber.org//papers/w20963,"Systemic Risk and the Macroeconomy: An Empirical Evaluation","Stefano Giglio, Bryan T. Kelly, and Seth Pruitt #20963 "
"Weekly papers released by February 23, 2015",http://nber.org//papers/w20962,"Affirmative Action and the Quality-Fit Tradeoff",Peter Arcidiacono and Michael Lovenheim #20962 
"Weekly papers released by February 23, 2015",http://nber.org//papers/w20961,"Analyzing the Labor Market Outcomes of Occupational Licensing","Maury Gittleman, Mark A. Klee, and Morris M. Kleiner #20961 "
"Weekly papers released by February 23, 2015",http://nber.org//papers/w20960,"The Great Recession, Retirement and Related Outcomes","Alan L. Gustman, Thomas L. Steinmeier, and Nahid Tabatabai #20960 "
"Weekly papers released by February 23, 2015",http://nber.org//papers/w20959,"Economic Behavior, Market Signals, and Urban Ecology","Joshua K. Abbott, H. Allen Klaiber, and V. Kerry Smith #20959 "
"Weekly papers released by February 23, 2015",http://nber.org//papers/w20958,"The Rents From Trade and Coercive Institutions: Removing the Sugar Coating","Christian Dippel, Avner Greif, and Daniel Trefler #20958 "
"Weekly papers released by February 23, 2015",http://nber.org//papers/w20957,"The Real Value of China's Stock Market","Jennifer N. Carpenter, Fangzhou Lu, and Robert F. Whitelaw #20957 "
"Weekly papers released by February 16, 2015",http://nber.org//papers/w20956,"Unshrouding Effects on Demand for a Costly Add-on: Evidence from Bank Overdrafts in Turkey","Sule Alan, Mehmet Cemalclar, Dean Karlan, and Jonathan Zinman #20956 "
"Weekly papers released by February 16, 2015",http://nber.org//papers/w20955,"Demand Estimation with Machine Learning and Model Combination","Patrick Bajari, Denis Nekipelov, Stephen P. Ryan, and Miaoyu Yang #20955 "
"Weekly papers released by February 16, 2015",http://nber.org//papers/w20954,"Nowcasting and Placecasting Entrepreneurial Quality and Performance",Jorge Guzman and Scott Stern #20954 
"Weekly papers released by February 16, 2015",http://nber.org//papers/w20953,"Who Is Coming to the Artefactual Field Experiment? Participation Bias among Chinese Rural Migrants","Paul Frijters, Tao Sherry Kong, and Elaine M. Liu #20953 "
"Weekly papers released by February 16, 2015",http://nber.org//papers/w20952,"International Coordination of Central Bank Policy",Charles Engel #20952 
"Weekly papers released by February 16, 2015",http://nber.org//papers/w20951,"Macroprudential Policy in a World of High Capital Mobility: Policy Implications from an Academic Perspective",Charles Engel #20951 
"Weekly papers released by February 16, 2015",http://nber.org//papers/w20950,"Lifecycle Effects of a Recession on Health Behaviors: Boom, Bust, and Recovery in Iceland","Tinna Laufey sgeirsdttir, Hope Corman, Kelly Noonan, and Nancy Reichman #20950 "
"Weekly papers released by February 16, 2015",http://nber.org//papers/w20949,"Decision-Making Approaches and the Propensity to Default: Evidence and Implications","Jeffrey R. Brown, Anne M. Farrell, and Scott J. Weisbenner #20949 "
"Weekly papers released by February 16, 2015",http://nber.org//papers/w20948,"Money Earlier or Later? Simple Heuristics Explain Intertemporal Choices Better than Delay Discounting","Keith M. Ericson, John Myles White, David Laibson, and Jonathan D. Cohen #20948 "
"Weekly papers released by February 16, 2015",http://nber.org//papers/w20941,"Robots Are Us: Some Economics of Human Replacement","Seth G. Benzell, Laurence J. Kotlikoff, Guillermo LaGarda, and Jeffrey D. Sachs #20941 "
"Weekly papers released by February 16, 2015",http://nber.org//papers/w20924,"The China (Shanghai) Pilot Free Trade Zone: Background, Developments and Preliminary Assessment of Initial Impacts",Daqing Yao and John Whalley #20924 
"Weekly papers released by February 9, 2015",http://nber.org//papers/w20947,"Fraudulent Income Overstatement on Mortgage Applications during the Credit Expansion of 2002 to 2005",Atif R. Mian and Amir Sufi #20947 
"Weekly papers released by February 9, 2015",http://nber.org//papers/w20946,"Facilitating Savings for Agriculture: Field Experimental Evidence from Malawi","Lasse Brune, Xavier Gin, Jessica Goldberg, and Dean Yang #20946 "
"Weekly papers released by February 9, 2015",http://nber.org//papers/w20945,"To Have and Have Not:  Are Rich Litigious Plaintiffs Favored in Court?",B. Zorina Khan #20945 
"Weekly papers released by February 9, 2015",http://nber.org//papers/w20944,"The Impact of War on Resource Allocation: 'Creative Destruction' and the American Civil War",B. Zorina Khan #20944 
"Weekly papers released by February 9, 2015",http://nber.org//papers/w20943,"The Internationalization of the RMB, Capital Market Openness, and Financial Reforms in China",Joshua Aizenman #20943 
"Weekly papers released by February 9, 2015",http://nber.org//papers/w20942,"Is Sniping A Problem For Online Auction Markets?","Matthew Backus, Tom Blake, Dimitriy V. Masterov, and Steven Tadelis #20942 "
"Weekly papers released by February 9, 2015",http://nber.org//papers/w20940,"The Impact of Intergroup Contact on Racial Attitudes and Revealed Preferences","Scott E. Carrell, Mark Hoekstra, and James E. West #20940 "
"Weekly papers released by February 9, 2015",http://nber.org//papers/w20939,"Measuring Job-Finding Rates and Matching Efficiency with Heterogeneous Jobseekers",Robert E. Hall and Sam Schulhofer-Wohl #20939 
"Weekly papers released by February 9, 2015",http://nber.org//papers/w20938,"Age, Cohort and Co-Authorship",Daniel S. Hamermesh #20938 
"Weekly papers released by February 9, 2015",http://nber.org//papers/w20937,"Racial Disparities in Savings Behavior for a Continuously Employed Cohort","Kai Yuan Kuan, Mark R. Cullen, and Sepideh Modrek #20937 "
"Weekly papers released by February 9, 2015",http://nber.org//papers/w20936,"Collective Action: Experimental Evidence","Mara Victoria Anauati, Brian Feld, Sebastian Galiani, and Gustavo Torrens #20936 "
"Weekly papers released by February 9, 2015",http://nber.org//papers/w20935,"Premature Deindustrialization",Dani Rodrik #20935 
"Weekly papers released by February 9, 2015",http://nber.org//papers/w20934,"The National Rise in Residential Segregation",Trevon Logan and John Parman #20934 
"Weekly papers released by February 9, 2015",http://nber.org//papers/w20933,"The International Transmission of Credit Bubbles: Theory and Policy",Jaume Ventura and Alberto Martin #20933 
"Weekly papers released by February 9, 2015",http://nber.org//papers/w20932,"Veterans Labor Force Participation: What Role Does the VAs Disability Compensation Program Play?","Courtney Coile, Mark Duggan, and Audrey Guo #20932 "
"Weekly papers released by February 9, 2015",http://nber.org//papers/w20931,"Networks, Shocks, and Systemic Risk","Daron Acemoglu, Asuman Ozdaglar, and Alireza Tahbaz-Salehi #20931 "
"Weekly papers released by February 9, 2015",http://nber.org//papers/w20930,"State Capitalism vs. Private Enterprise","Donghua Chen, Dequan Jiang, Alexander Ljungqvist, Haitian Lu, and Mingming Zhou #20930 "
"Weekly papers released by February 9, 2015",http://nber.org//papers/w20929,"Childhood Medicaid Coverage and Later Life Health Care Utilization","Laura R. Wherry, Sarah Miller, Robert Kaestner, and Bruce D. Meyer #20929 "
"Weekly papers released by February 9, 2015",http://nber.org//papers/w20928,"Behavioral Economics and Public Policy: A Pragmatic Perspective",Raj Chetty #20928 
"Weekly papers released by February 9, 2015",http://nber.org//papers/w20927,"Patient Responses to Incentives in Consumer-directed Health Plans: Evidence from Pharmaceuticals","Peter J. Huckfeldt, Amelia Haviland, Ateev Mehrotra, Zachary Wagner, and Neeraj Sood #20927 "
"Weekly papers released by February 9, 2015",http://nber.org//papers/w20926,"Disaster Risk and its Implications for Asset Pricing",Jerry Tsai and Jessica A. Wachter #20926 
"Weekly papers released by February 9, 2015",http://nber.org//papers/w20925,"Voting on Prices vs. Voting on Quantities in a World Climate Assembly",Martin L. Weitzman #20925 
"Weekly papers released by February 9, 2015",http://nber.org//papers/w20923,"The Power of Transparency: Information, Identification Cards and Food Subsidy Programs in Indonesia","Abhijit Banerjee, Rema Hanna, Jordan C. Kyle, Benjamin A. Olken, and Sudarno Sumarto #20923 "
"Weekly papers released by February 9, 2015",http://nber.org//papers/w20896,"The Maturity and Payment Schedule of Sovereign Debt","Yan Bai, Seon Tae Kim, and Gabriel P. Mihalache #20896 "
"Weekly papers released by February 2, 2015",http://nber.org//papers/w20922,"New Ideas in Invention",Mikko Packalen and Jay Bhattacharya #20922 
"Weekly papers released by February 2, 2015",http://nber.org//papers/w20921,"Cities and Ideas",Mikko Packalen and Jay Bhattacharya #20921 
"Weekly papers released by February 2, 2015",http://nber.org//papers/w20920,"Age and the Trying Out of New Ideas",Mikko Packalen and Jay Bhattacharya #20920 
"Weekly papers released by February 2, 2015",http://nber.org//papers/w20919,"Capital and Wealth in the 21st Century",David N. Weil #20919 
"Weekly papers released by February 2, 2015",http://nber.org//papers/w20918,"Motivation and Incentives in Education: Evidence from a Summer Reading Experiment","Jonathan Guryan, James S. Kim, and Kyung Park #20918 "
